RSCI,Name_URL,URL,Player,URL2,college_nan,URL3,College,from,to,WS,m1,m2,m3,m4,m5,m6
10,Gerald Henderson (college),https://www.basketball-reference.com/players/h/hendege02.html,Gerald Henderson,https://www.sports-reference.com/cbb/players/gerald-henderson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2010,2017,18.3,9,17,11,12,15,10
11,Darrell Arthur (college),https://www.basketball-reference.com/players/a/arthuda01.html,Darrell Arthur,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2009,2018,12.3,16,9,16,15,9,14
12,Javaris Crittenton (college),https://www.basketball-reference.com/players/c/crittja01.html,Javaris Crittenton,https://www.sports-reference.com/cbb/players/javaris-crittenton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,2008,2009,0.1,20,6,7,10,14,28
13,Daequan Cook (college),https://www.basketball-reference.com/players/c/cookda02.html,Daequan Cook,https://www.sports-reference.com/cbb/players/daequan-cook-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,2008,2013,4.9,17,24,13,13,13,12
14,Sherron Collins (college),https://www.basketball-reference.com/players/c/collish01.html,Sherron Collins,https://www.sports-reference.com/cbb/players/sherron-collins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2011,2011,-0.2,13,22,21,14,12,13
15,Damion James (college),https://www.basketball-reference.com/players/j/jamesda01.html,Damion James,https://www.sports-reference.com/cbb/players/damion-james-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,2011,2014,0.0,21,19,17,16,19,27
16,Vernon Macklin (college),https://www.basketball-reference.com/players/m/macklve01.html,Vernon Macklin,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2012,2012,0.5,12,12,37,18,17,24
17,Derrick Caracter (college),https://www.basketball-reference.com/players/c/caracde01.html,Derrick Caracter,https://www.sports-reference.com/cbb/players/derrick-caracter-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=utep,Texas-El Paso,2011,2011,0.3,14,18,25,24,25,15
18,Stanley Robinson (college),https://www.sports-reference.com/cbb/players/stanley-robinson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,25,25,14,21,23,16
19,Robin Lopez (college),https://www.basketball-reference.com/players/l/lopezro01.html,Robin Lopez,https://www.sports-reference.com/cbb/players/robin-lopez-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,2009,2020,44.5,19,27,28,27,21,9
RSCI,,,,,,,,,,,,,,,,
20,Lance Thomas (college),https://www.basketball-reference.com/players/t/thomala01.html,Lance Thomas,https://www.sports-reference.com/cbb/players/lance-thomas-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2012,2020,5.3,26,15,42,17,18,19
21,Mike Conley (college),https://www.basketball-reference.com/players/c/conlemi01.html,Mike Conley,https://www.sports-reference.com/cbb/players/mike-conley-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,2008,2020,73.9,27,23,18,20,28,23
22,Duke Crews (college),https://www.sports-reference.com/cbb/players/duke-crews-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,22,14,26,25,27,26
23,Paul Harris (college),https://www.sports-reference.com/cbb/players/paul-harris-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,11,,12,5,10,17
24,Earl Clark (college),https://www.basketball-reference.com/players/c/clarkea01.html,Earl Clark,https://www.sports-reference.com/cbb/players/earl-clark-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2010,2015,2.9,18,54,22,22,24,22
25,Brian Zoubek (college),https://www.sports-reference.com/cbb/players/brian-zoubek-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,23,20,24,28,38,35
26,DaJuan Summers (college),https://www.basketball-reference.com/players/s/summeda01.html,DaJuan Summers,https://www.sports-reference.com/cbb/players/dajuan-summers-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,2010,2013,-0.1,44,26,23,26,22,32
27,Quincy Pondexter (college),https://www.basketball-reference.com/players/p/pondequ01.html,Quincy Pondexter,https://www.sports-reference.com/cbb/players/quincy-pondexter-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,2011,2019,9.7,31,30,48,32,16,18
28,Jon Scheyer (college),https://www.sports-reference.com/cbb/players/jon-scheyer-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,28,13,71,23,20,21
29,D.J. Augustin (college),https://www.basketball-reference.com/players/a/augusdj01.html,D.J. Augustin,https://www.sports-reference.com/cbb/players/dj-augustin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,2009,2020,44.8,24,16,49,29,29,45
30,Curtis Kelly (college),https://www.sports-reference.com/cbb/players/curtis-kelly-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansasst,Kansas State,,,,34,28,27,35,35,36
31,David Lighty (college),https://www.sports-reference.com/cbb/players/david-lighty-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,35,46,36,34,31,29
32,Deshawn Sims (college),https://www.sports-reference.com/cbb/players/deshawn-sims-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,30,44,31,38,32,38
33,Ramar Smith (college),https://www.sports-reference.com/cbb/players/ramar-smith-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,33,34,20,33,47,51
34,Raymar Morgan (college),https://www.sports-reference.com/cbb/players/raymar-morgan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,36,42,33,37,34,37
35,Obi Muonelo (college),https://www.sports-reference.com/cbb/players/obi-muonelo-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=okstate,Oklahoma State,,,,54,36,19,30,26,74
36,Jerome Dyson (college),https://www.basketball-reference.com/players/d/dysonje01.html,Jerome Dyson,https://www.sports-reference.com/cbb/players/jerome-dyson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2012,2012,0.1,42,40,52,53,43,25
37,Scottie Reynolds (college),https://www.sports-reference.com/cbb/players/scottie-reynolds-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,32,31,76,42,33,43
38,James Keefe (college),https://www.sports-reference.com/cbb/players/james-keefe-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,,,,41,69,50,36,30,33
39,Alex Stepheson (college),https://www.basketball-reference.com/players/s/stephal01.html,Alex Stepheson,https://www.sports-reference.com/cbb/players/alex-stepheson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,2016,2016,0.1,29,65,41,44,55,34
RSCI,,,,,,,,,,,,,,,,
40,Davon Jefferson (college),https://www.sports-reference.com/cbb/players/davon-jefferson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,15,,15,19,,20
41,Willie Kemp (college),https://www.sports-reference.com/cbb/players/willie-kemp-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,46,39,53,46,40,52
42,Jason Bennett (college),https://www.sports-reference.com/cbb/players/jason-bennett-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=detroit,Detroit Mercy,,,,51,86,30,45,50,54
43,Deon Thompson (college),https://www.sports-reference.com/cbb/players/deon-thompson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,43,87,72,40,36,39
44,Mike Jones (college),https://www.sports-reference.com/cbb/players/mike-jones-4.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,49,93,40,43,41,55
45,Jerry Smith (college),https://www.basketball-reference.com/players/s/smithje01.html,Jerry Smith,https://www.sports-reference.com/cbb/players/jerry-smith-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2012,2012,0.0,45,29,82,39,44,85
46,Taj Gibson (college),https://www.basketball-reference.com/players/g/gibsota01.html,Taj Gibson,https://www.sports-reference.com/cbb/players/taj-gibson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,2010,2020,52.4,40,,32,41,75,40
47,Patrick Christopher (college),https://www.basketball-reference.com/players/c/chrispa01.html,Patrick Christopher,https://www.sports-reference.com/cbb/players/patrick-christopher-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,2015,2015,-0.1,48,53,44,63,73,50
T47,Tom Herzog (college),https://www.sports-reference.com/cbb/players/tom-herzog-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cflorida,Central Florida,,,,52,67,54,60,49,49
49,Brian Carlwell (college),https://www.sports-reference.com/cbb/players/brian-carlwell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,37,,77,58,37,30
50,Jamie Skeen (college),https://www.sports-reference.com/cbb/players/jamie-skeen-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vcu,Virginia Commonwealth,,,,39,55,85,54,54,59
51,Jon Kreft (college),https://www.sports-reference.com/cbb/players/jon-kreft-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,,,,50,,29,64,72,31
52,Derrick Jasper (college),https://www.sports-reference.com/cbb/players/derrick-jasper-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,83,45,38,49,60,73
53,Mike Washington (college),https://www.sports-reference.com/cbb/players/mike-washington-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,47,,35,48,76,46
54,Wayne Chism (college),https://www.sports-reference.com/cbb/players/wayne-chism-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,86,61,34,51,57,66
55,Doug Wiggins (college),https://www.sports-reference.com/cbb/players/doug-wiggins-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,61,51,84,65,62,41
T55,Edgar Sosa (college),https://www.basketball-reference.com/players/s/sosaed01.html,Edgar Sosa,https://www.sports-reference.com/cbb/players/edgar-sosa-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,71,33,74,66,64,56
57,Perry Stevenson (college),https://www.sports-reference.com/cbb/players/perry-stevenson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,79,57,63,52,48,67
T57,Jodie Meeks (college),https://www.basketball-reference.com/players/m/meeksjo01.html,Jodie Meeks,https://www.sports-reference.com/cbb/players/jodie-meeks-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2010,2019,24.3,,56,39,47,45,78
59,Anthony Gurley (college),https://www.sports-reference.com/cbb/players/anthony-gurley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,38,63,79,81,58,48
RSCI,,,,,,,,,,,,,,,,
60,Tyler Smith (college),https://www.sports-reference.com/cbb/players/tyler-smith-3.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,55,,43,31,,47
T60,Marreese Speights (college),https://www.basketball-reference.com/players/s/speigma01.html,Marreese Speights,https://www.sports-reference.com/cbb/players/marreese-speights-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2009,2018,25.8,92,60,51,57,56,62
62,Jason Bohannon (college),https://www.sports-reference.com/cbb/players/jason-bohannon-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,,,,97,47,88,50,42,61
63,Bryan Davis (college),https://www.sports-reference.com/cbb/players/bryan-davis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,53,41,59,73,74,86
64,Hasheem Thabeet (college),https://www.basketball-reference.com/players/t/thabeha01.html,Hasheem Thabeet,https://www.sports-reference.com/cbb/players/hasheem-thabeet-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2010,2014,4.8,59,,,67,39,57
65,Matt Bouldin (college),https://www.sports-reference.com/cbb/players/matt-bouldin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,,80,45,71,65,68
66,Jamil Tucker (college),https://www.sports-reference.com/cbb/players/jamil-tucker-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,82,95,60,72,67,63
67,Isaiah Dahlman (college),https://www.sports-reference.com/cbb/players/isaiah-dahlman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,69,50,,68,61,92
T67,Keith Clark (college),https://www.sports-reference.com/cbb/players/keith-clark-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,78,82,57,56,78,90
69,Tweety Carter (college),https://www.sports-reference.com/cbb/players/tweety-carter-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=baylor,Baylor,,,,75,35,91,77,63,
70,Nigel Munson (college),https://www.sports-reference.com/cbb/players/nigel-munson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,58,43,,79,87,76
71,Phil Nelson (college),https://www.sports-reference.com/cbb/players/phil-nelson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=portlandst,Portland State,,,,63,90,61,,,42
72,Pierre Niles (college),https://www.sports-reference.com/cbb/players/pierre-niles-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,60,32,,70,,
73,Eugene Harvey (college),https://www.sports-reference.com/cbb/players/eugene-harvey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,,,,73,,67,75,97,53
74,Mamadou Diarra (college),https://www.sports-reference.com/cbb/players/mamadou-diarra-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,57,21,,,,87
75,Antonio Pena (college),https://www.sports-reference.com/cbb/players/antonio-pena-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,56,,75,95,,44
76,Patrick Beverley (college),https://www.basketball-reference.com/players/b/beverpa01.html,Patrick Beverley,https://www.sports-reference.com/cbb/players/patrick-beverley-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,2013,2020,28.3,94,,65,55,59,
77,Jarvis Varnado (college),https://www.basketball-reference.com/players/v/varnaja01.html,Jarvis Varnado,https://www.sports-reference.com/cbb/players/jarvis-varnado-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,2013,2014,0.7,,,62,61,53,100
78,Marques Johnson (college),https://www.sports-reference.com/cbb/players/marques-johnson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgiast,Georgia State University,,,,80,37,,80,91,98
79,William Graves (college),https://www.sports-reference.com/cbb/players/william-graves-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,67,49,,94,79,
RSCI,,,,,,,,,,,,,,,,
80,Adrian Oliver (college),https://www.sports-reference.com/cbb/players/adrian-oliver-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sanjosest,San Jose State,,,,,,81,59,52,
81,Leon Freeman,,,,,,,,,,,,78,78,46,96
82,Dexter Pittman (college),https://www.basketball-reference.com/players/p/pittmde01.html,Dexter Pittman,https://www.sports-reference.com/cbb/players/dexter-pittman-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,2011,2014,0.5,81,64,,92,86,77
83,Luke Harangody (college),https://www.basketball-reference.com/players/h/haranlu01.html,Luke Harangody,https://www.sports-reference.com/cbb/players/luke-harangody-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,2011,2012,0.9,,66,,82,71,81
84,Doneal Mack (college),https://www.sports-reference.com/cbb/players/doneal-mack-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,,,47,84,83,89
85,Josue Soto (college),https://www.sports-reference.com/cbb/players/josue-soto-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=flinternat,Florida International University,,,,70,38,,97,,
86,Jeff Allen (college),https://www.sports-reference.com/cbb/players/jeff-allen-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,,94,,62,51,
87,Jonathan Mitchell (college),https://www.sports-reference.com/cbb/players/jonathan-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=rutgers,Rutgers University,,,,,58,94,,,58
88,Trevon Hughes (college),https://www.sports-reference.com/cbb/players/trevon-hughes-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,,,,,,58,83,69,
89,Taylor Harrison (college),https://www.sports-reference.com/cbb/players/taylor-harrison-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,72,74,,,,65
90,Donald Sloan (college),https://www.basketball-reference.com/players/s/sloando01.html,Donald Sloan,https://www.sports-reference.com/cbb/players/donald-sloan-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,2012,2016,4.0,,59,55,,99,
91,Gilbert Brown (college),https://www.sports-reference.com/cbb/players/gilbert-brown-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,,,,,,66,87,94,69
92,Solomon Tat (college),https://www.sports-reference.com/cbb/players/solomon-tat-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,76,71,,,,72
93,Greivis Vasquez (college),https://www.basketball-reference.com/players/v/vasqugr01.html,Greivis Vasquez,https://www.sports-reference.com/cbb/players/greivis-vasquez-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,2011,2017,12.6,74,,46,,,
94,Dan Werner (college),https://www.sports-reference.com/cbb/players/dan-werner-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,84,98,89,90,70,95
T94,Jeremy Mayfield (college),https://www.sports-reference.com/cbb/players/jeremy-mayfield-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uab,University of Alabama at Birmingham,,,,,,69,74,,80
96,Cameron Tatum (college),https://www.sports-reference.com/cbb/players/cameron-tatum-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,,,64,85,77,
97,Daniel Deane (college),https://www.sports-reference.com/cbb/players/daniel-deane-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregonst,Oregon State,,,,62,,,,,64
T97,Hamady N'Diaye (college),https://www.basketball-reference.com/players/n/ndiayha01.html,Hamady N'Diaye,https://www.sports-reference.com/cbb/players/hamady-ndiaye-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=rutgers,Rutgers University,2011,2014,0.0,,73,68,86,,
99,Da'Sean Butler (college),https://www.sports-reference.com/cbb/players/dasean-butler-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wvirginia,West Virginia,,,,,,,,68,60
RSCI,,,,,,,,,,,,,,,,
100,Adrion Graves (college),https://www.sports-reference.com/cbb/players/adrion-graves-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,85,76,,,90,82
1,Josh McRoberts (college),https://www.basketball-reference.com/players/m/mcrobjo01.html,Josh McRoberts,https://www.sports-reference.com/cbb/players/josh-mcroberts-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2008,2018,18.5,3,2,2,2,1,
2,Monta Ellis,https://www.basketball-reference.com/players/e/ellismo01.html,Monta Ellis,,,,,2006,2017,41.9,5,3,3,3,3,
3,Martell Webster,https://www.basketball-reference.com/players/w/webstma02.html,Martell Webster,,,,,2006,2015,24.7,6,1,7,6,4,
4,Tyler Hansbrough (college),https://www.basketball-reference.com/players/h/hansbty01.html,Tyler Hansbrough,https://www.sports-reference.com/cbb/players/tyler-hansbrough-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2010,2016,20.2,2,4,10,5,7,
5,Louis Williams,https://www.basketball-reference.com/players/w/willilo02.html,Louis Williams,,,,,2006,2020,63.5,7,6,5,7,5,
6,Julian Wright (college),https://www.basketball-reference.com/players/w/wrighju01.html,Julian Wright,https://www.sports-reference.com/cbb/players/julian-wright-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2008,2011,3.9,8,7,8,8,8,
7,Richard Hendrix (college),https://www.sports-reference.com/cbb/players/richard-hendrix-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,15,9,9,10,11,
8,Tasmin Mitchell (college),https://www.sports-reference.com/cbb/players/tasmin-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,11,5,20,17,12,
T8,Mario Chalmers (college),https://www.basketball-reference.com/players/c/chalmma01.html,Mario Chalmers,https://www.sports-reference.com/cbb/players/mario-chalmers-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2009,2018,32.3,9,14,12,11,19,
10,Andrew Bynum,https://www.basketball-reference.com/players/b/bynuman01.html,Andrew Bynum,,,,,2006,2014,37.4,10,32,6,9,9,
11,Keith Brumbaugh,,,,,,,,,,17,10,14,16,14,
12,C.J. Miles,https://www.basketball-reference.com/players/m/milescj01.html,C.J. Miles,,,,,2006,2020,30.1,14,27,19,12,10,
13,Greg Paulus (college),https://www.sports-reference.com/cbb/players/greg-paulus-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,18,18,11,20,18,
14,Amir Johnson,https://www.basketball-reference.com/players/j/johnsam01.html,Amir Johnson,,,,,2006,2019,55.3,16,11,29,23,13,
15,Danny Green (college),https://www.basketball-reference.com/players/g/greenda02.html,Danny Green,https://www.sports-reference.com/cbb/players/danny-green-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2010,2020,42.6,19,13,31,18,24,
16,Gerald Green,https://www.basketball-reference.com/players/g/greenge01.html,Gerald Green,,,,,2006,2019,18.4,1,,1,1,2,
17,Jon Brockman (college),https://www.basketball-reference.com/players/b/brockjo01.html,Jon Brockman,https://www.sports-reference.com/cbb/players/jon-brockman-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,2010,2012,3.7,21,12,47,15,16,
18,Andray Blatche,https://www.basketball-reference.com/players/b/blatcan01.html,Andray Blatche,,,,,2006,2014,19.2,4,,4,4,6,
19,Brandon Costner (college),https://www.sports-reference.com/cbb/players/brandon-costner-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,23,25,30,22,20,
RSCI,,,,,,,,,,,,,,,,
20,Byron Eaton (college),https://www.sports-reference.com/cbb/players/byron-eaton-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=okstate,Oklahoma State,,,,24,37,17,21,23,
21,Micah Downs (college),https://www.sports-reference.com/cbb/players/micah-downs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,22,33,28,27,22,
22,Eric Devendorf (college),https://www.sports-reference.com/cbb/players/eric-devendorf-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,20,15,46,33,26,
23,Brandon Rush (college),https://www.basketball-reference.com/players/r/rushbr01.html,Brandon Rush,https://www.sports-reference.com/cbb/players/brandon-rush-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2009,2017,11.2,13,,13,13,15,
24,Korvotney Barber (college),https://www.sports-reference.com/cbb/players/korvotney-barber-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=auburn,Auburn,,,,36,20,42,29,29,
25,Lewis Clinch (college),https://www.sports-reference.com/cbb/players/lewis-clinch-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,41,43,32,25,17,
26,Jamont Gordon (college),https://www.sports-reference.com/cbb/players/jamont-gordon-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,50,49,16,19,32,
27,Shawne Williams (college),https://www.basketball-reference.com/players/w/willish03.html,Shawne Williams,https://www.sports-reference.com/cbb/players/shawne-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,2007,2015,6.7,12,,15,14,25,
28,Joe Krabbenhoft (college),https://www.sports-reference.com/cbb/players/joe-krabbenhoft-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,,,,55,40,23,24,35,
29,Marcus Ginyard (college),https://www.sports-reference.com/cbb/players/marcus-ginyard-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,33,23,38,38,52,
30,Marcus Williams (college),https://www.basketball-reference.com/players/w/willima04.html,Marcus Williams,https://www.sports-reference.com/cbb/players/marcus-williams-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2008,2009,-0.1,31,19,76,28,31,
31,Bobby Frasor (college),https://www.sports-reference.com/cbb/players/bobby-frasor-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,34,26,51,34,41,
32,J.P. Prince (college),https://www.sports-reference.com/cbb/players/jp-prince-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,59,57,21,32,33,
33,Magnum Rolle (college),https://www.sports-reference.com/cbb/players/magnum-rolle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=latech,Louisiana Tech,,,,63,50,18,51,21,
34,Luke Zeller (college),https://www.basketball-reference.com/players/z/zellelu01.html,Luke Zeller,https://www.sports-reference.com/cbb/players/luke-zeller-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,2013,2013,-0.1,35,28,79,35,28,
35,Courtney Fells (college),https://www.basketball-reference.com/players/f/fellsco01.html,Courtney Fells,https://www.sports-reference.com/cbb/players/courtney-fells-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,44,78,24,30,30,
36,Theo Davis (college),https://www.sports-reference.com/cbb/players/theo-davis-1.html,(college),,,,,,,,28,35,39,37,70,
T36,Dominic James (college),https://www.sports-reference.com/cbb/players/dominic-james-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,29,45,61,31,43,
38,Mike Mercer (college),https://www.sports-reference.com/cbb/players/mike-mercer-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sflorida,South Florida,,,,60,54,22,40,44,
