Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,151,"Jerryd Bayless, TOR",31,22.7,0.561,24.3,10.9,23.6,1.3,9.5,5.5,17.8,2.4,71.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
2011-12 Regular Season,,"Zach Randolph, MEM",28,26.3,0.5,11.7,9.7,20.7,12.1,23.9,17.9,17.96,2.4,70.8,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1017,Zach Randolph
2011-12 Regular Season,,"Marreese Speights, MEM",60,22.4,0.491,7.3,11.2,18.7,11.3,21.4,16.2,14.12,2.4,70.7,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
2011-12 Regular Season,154,"Raymond Felton, POR",60,31.8,0.491,31,13.5,20.9,1.6,7.6,4.6,13.46,2.3,70.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
2011-12 Regular Season,,"Dante Cunningham, MEM",64,17.6,0.538,9.9,7.7,12.5,9.3,16.4,12.8,14.94,2.3,69.4,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3974,Dante Cunningham
2011-12 Regular Season,,"Randy Foye, LAC",65,25.9,0.522,16.2,8.1,19.5,1.7,8.1,4.9,13.56,2.3,69.3,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3003,Randy Foye
2011-12 Regular Season,,"Tyler Hansbrough, IND",66,21.8,0.511,4.3,9.3,18.8,8.9,13.7,11.3,14.71,2.3,69,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
2011-12 Regular Season,,"JR Smith, NY",35,27.6,0.508,15,8.2,20.4,3.4,12.9,8.1,15.27,2.3,68.9,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
2011-12 Regular Season,,"Jason Richardson, ORL",54,29.5,0.502,13.5,7.6,18.7,2.6,11.6,7,13.38,2.3,68.5,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
2011-12 Regular Season,,"Chandler Parsons, HOU",63,28.6,0.513,16.8,10.1,15.6,5.7,13.6,9.6,13.33,2.3,68.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6466,Chandler Parsons
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Luke Ridnour, MIN",53,33,0.53,26.5,10.1,17.5,1.2,7.8,4.5,13.61,2.3,68,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
2011-12 Regular Season,,"Kyle Korver, CHI",65,22.6,0.6,18.5,8.7,14.8,2,9.9,6,13.59,2.3,67.8,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
2011-12 Regular Season,163,"Amir Johnson, TOR",64,24.3,0.6,14.4,17.1,13.1,11.4,19.4,15.4,14.4,2.2,67.2,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
2011-12 Regular Season,,"D.J. Augustin, CHA",48,29.3,0.493,32.1,11.5,21.4,1.9,7.2,4.4,14.17,2.2,66.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
2011-12 Regular Season,,"Shannon Brown, PHX",59,23.7,0.507,8.9,8.3,20.5,3.1,9.5,6.3,13.68,2.2,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
2011-12 Regular Season,166,"Anthony Morrow, NJ",62,26.4,0.531,7.3,8.4,19.6,2.1,7,4.5,13.12,2.1,63.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
2011-12 Regular Season,,"JJ Hickson, POR/SAC",54,23,0.501,8,12.4,19.4,11.7,19,15.2,14.91,2.1,63.2,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3437,JJ Hickson
2011-12 Regular Season,,"Ben Gordon, DET",52,26.9,0.549,15.3,13.8,21.9,1.2,9.5,5.2,13.52,2.1,63.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
2011-12 Regular Season,,"Corey Brewer, DEN",59,21.8,0.505,13.2,8.4,18.3,4,9.4,6.8,13.78,2.1,63,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
2011-12 Regular Season,,"Nick Young, LAC/WSH",62,27.9,0.512,5.6,8.3,18.7,2,6.8,4.4,12.93,2.1,62.8,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Gerald Green, NJ",31,25.2,0.574,7.8,12.6,21.5,2.2,14.2,8,15.88,2.1,62.8,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
2011-12 Regular Season,,"Ed Davis, TOR",66,23.2,0.544,11.8,13.2,12.5,10.4,23,16.7,14.22,2.1,62.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4259,Ed Davis
2011-12 Regular Season,,"Robin Lopez, PHX",64,14,0.526,5.1,10.9,16.8,11.5,14.8,13.2,15.23,2.1,61.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3447,Robin Lopez
2011-12 Regular Season,174,"Chris Andersen, DEN",32,15.2,0.583,3.6,10.2,13,11.9,23.3,17.8,18.97,2,60.7,2,http://insider.espn.go.com/nba/players/hollinger?playerId=1135,Chris Andersen
2011-12 Regular Season,,"J.J. Barea, MIN",41,25.2,0.502,29.1,12.9,24.3,1.5,10.8,6.1,14.91,2,60.2,2,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
2011-12 Regular Season,,"Gary Neal, SA",56,21.5,0.542,16.9,8.7,20.1,1.2,9.9,5.6,14.31,2,59.5,2,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
2011-12 Regular Season,,"John Lucas III, CHI",49,14.8,0.496,20.7,8,25.3,3.4,8.1,5.8,16.41,2,58.6,2,http://insider.espn.go.com/nba/players/hollinger?playerId=2866,John Lucas III
2011-12 Regular Season,178,"Evan Turner, PHI",65,26.4,0.478,19.5,11.4,19.1,1.7,22.8,12.2,12.69,1.9,56.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
2011-12 Regular Season,179,"Courtney Lee, HOU",58,30.3,0.534,11.4,8.3,16.1,1.7,8.9,5.2,12.61,1.8,55.4,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
2011-12 Regular Season,,"Tristan Thompson, CLE",60,23.7,0.469,4.3,12.8,17.3,14.4,16.8,15.5,13.37,1.8,54.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"MarShon Brooks, NJ",56,29.4,0.502,13.7,12.4,21.3,4.8,9.4,7,13,1.8,54,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6428,MarShon Brooks
2011-12 Regular Season,,"Mario Chalmers, MIA",64,28.5,0.578,24.5,15.7,16.6,1.1,9.8,5.6,12.98,1.8,54,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3419,Mario Chalmers
2011-12 Regular Season,,"Byron Mullens, CHA",65,22.5,0.473,7.4,9.6,20.1,7.3,18.8,12.8,13.02,1.8,52.9,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4005,Byron Mullens
2011-12 Regular Season,,"Emeka Okafor, NO",27,28.9,0.539,7.8,12,15.4,10.8,21.4,16.2,15.13,1.8,52.7,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2399,Emeka Okafor
2011-12 Regular Season,185,"Luc Mbah a Moute, MIL",43,23.5,0.544,7.7,10.4,13.7,8.2,16.9,12.4,13.94,1.7,51.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
2011-12 Regular Season,,"Sundiata Gaines, NJ",57,13.9,0.465,25.6,10.6,20.8,3.8,12.2,7.9,15.07,1.7,50.5,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4224,Sundiata Gaines
2011-12 Regular Season,,"Ivan Johnson, ATL",56,16.7,0.558,7.6,16.4,17.3,8.2,20.1,14.2,14.37,1.7,49.7,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6534,Ivan Johnson
2011-12 Regular Season,188,"Ian Mahinmi, DAL",61,18.7,0.585,3.3,13.7,12.5,10.7,17.7,14.2,13.5,1.6,49.3,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
2011-12 Regular Season,,"Enes Kanter, UTAH",66,13.2,0.539,2.3,15.7,15.5,13.9,22.7,18.3,14.52,1.6,48.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
2011-12 Regular Season,,"Chauncey Billups, LAC",20,30.4,0.554,20.6,9.8,22.5,0.8,9.1,4.9,16.1,1.6,48,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=63,Chauncey Billups
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Corey Maggette, CHA",32,27.5,0.517,6.9,10.5,24.4,2.6,14,8.1,14.11,1.6,47.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=497,Corey Maggette
2011-12 Regular Season,,"Willie Green, ATL",53,17.4,0.578,9.5,7.8,17.4,1.9,8.2,5.1,13.93,1.6,47.2,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
2011-12 Regular Season,,"Anthony Randolph, MIN",34,15.2,0.532,6.4,13.5,21.4,9,17.5,13.2,17.6,1.6,47.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3455,Anthony Randolph
2011-12 Regular Season,194,"Derrick Williams, MIN",66,21.5,0.499,5.4,11,18.6,6,18.4,12.2,12.98,1.5,46.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6480,Derrick Williams
2011-12 Regular Season,,"Nikola Vucevic, PHI",51,15.9,0.462,8.4,8.9,17.6,12,21.7,16.8,14.33,1.5,45.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6478,Nikola Vucevic
2011-12 Regular Season,,"Alec Burks, UTAH",59,15.9,0.506,10.5,9.7,20.8,6.9,9.3,8.1,14.01,1.5,45,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6429,Alec Burks
2011-12 Regular Season,,"Marco Belinelli, NO",66,29.8,0.525,11.1,7.6,17.8,1.2,9.1,5.2,12,1.5,44.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
2011-12 Regular Season,,"Ronnie Brewer, CHI",66,24.8,0.465,20,8.6,14.8,5,10.6,7.9,12.3,1.5,43.8,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991,Ronnie Brewer
2011-12 Regular Season,,"Al Horford, ATL",11,31.6,0.585,15.4,10.2,16.3,8.8,17.1,13,19.02,1.5,43.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3213,Al Horford
2011-12 Regular Season,200,"Jason Kidd, DAL",48,28.7,0.524,41.2,14.2,13.5,1.2,14.8,8.1,13.11,1.4,43.4,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=429,Jason Kidd
2011-12 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,201,"Jordan Hill, HOU/LAL",39,14.1,0.522,6.9,13.3,15.3,12.7,26.2,19.5,15.8,1.4,42.7,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3994,Jordan Hill
2011-12 Regular Season,,"Michael Beasley, MIN",47,23.1,0.502,6.8,12.1,22.8,4,17.2,10.6,13.11,1.4,42.4,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
2011-12 Regular Season,,"Patty Mills, SA",16,16.3,0.604,19.3,12.9,26.5,1.8,10.3,6.2,21.6,1.4,41.3,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
2011-12 Regular Season,,"Omer Asik, CHI",66,14.7,0.509,10.6,22.6,11.8,14.9,25.1,20.1,13.44,1.4,41.1,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
2011-12 Regular Season,205,"Eric Gordon, NO",9,34.4,0.549,13.9,10.7,27.1,0.8,8.7,4.8,19.23,1.3,40.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
2011-12 Regular Season,,"Brendan Haywood, DAL",54,21.2,0.52,5.7,13.7,11.3,13.7,18,15.9,12.95,1.3,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1000,Brendan Haywood
2011-12 Regular Season,,"Michael Redd, PHX",51,15.1,0.511,6.9,7.7,23.4,2.1,9.1,5.6,14,1.3,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=692,Michael Redd
2011-12 Regular Season,,"C.J. Watson, CHI",49,23.7,0.491,25.6,12.4,22.8,2.1,7.9,5.1,13.31,1.3,40,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
2011-12 Regular Season,,"Tracy McGrady, ATL",52,16.1,0.51,25.6,12.3,17.3,3.3,18.2,10.8,13.69,1.3,39.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=532,Tracy McGrady
2011-12 Regular Season,,"Glen Davis, ORL",61,23.4,0.466,6.4,10.3,20.1,8.5,18.4,13.4,13.28,1.3,37.9,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Grant Hill, PHX",49,28.1,0.5,15.9,9.7,17.2,2.4,11.5,7,12.34,1.3,37.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=336,Grant Hill
2011-12 Regular Season,212,"Jon Leuer, MIL",46,12.1,0.536,10.1,7.3,16.1,8.7,15.3,11.9,15.31,1.2,37.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6452,Jon Leuer
2011-12 Regular Season,,"Landry Fields, NY",66,28.7,0.506,20,12.1,15.1,3.6,13.5,8.5,12.07,1.2,36,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
2011-12 Regular Season,,"Caron Butler, LAC",63,29.7,0.501,8.6,8.5,18.7,2.8,12,7.3,11.77,1.2,35.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
2011-12 Regular Season,,"Jordan Williams, NJ",43,14.8,0.544,5.1,10.7,13.2,11.7,16.9,14.3,14.53,1.2,35.3,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6481,Jordan Williams
2011-12 Regular Season,,"Beno Udrih, MIL",59,18.3,0.488,34.4,11.7,18.3,2.6,8,5.2,13.16,1.2,34.8,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
2011-12 Regular Season,217,"Greg Stiemsma, BOS",55,13.9,0.579,14,16.5,9.6,7.7,19,13.6,13.62,1.1,34.5,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4235,Greg Stiemsma
2011-12 Regular Season,,"Matt Bonner, SA",65,20.4,0.597,14,3.2,11.7,2.6,15.7,9.3,13.2,1.1,33.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
2011-12 Regular Season,,"C.J. Miles, UTAH",56,20.4,0.484,10.7,8.2,21,2.7,9,5.8,12.46,1.1,33.5,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
2011-12 Regular Season,,"James Singleton, WSH",12,21.8,0.6,14.1,9.4,14.5,10.7,24.3,17.4,19.66,1.1,31.9,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2873,James Singleton
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Hedo Turkoglu, ORL",53,31.2,0.528,25.3,15.4,19.1,1.7,12.4,7,11.78,1.1,31.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
2011-12 Regular Season,222,"Linas Kleiza, TOR",49,21.6,0.521,8.2,11.3,20.7,4.7,17.2,11,12.45,1,30.8,1,http://insider.espn.go.com/nba/players/hollinger?playerId=2770,Linas Kleiza
2011-12 Regular Season,,"Rudy Fernandez, DEN",31,22.9,0.549,20.9,11.1,16.9,1.5,8.9,5.3,13.32,1,29.9,1,http://insider.espn.go.com/nba/players/hollinger?playerId=3204,Rudy Fernandez
2011-12 Regular Season,,"Jeremy Evans, UTAH",29,7.5,0.632,19.4,7.5,10.7,9.9,16.6,13.2,19.66,1,29.7,1,http://insider.espn.go.com/nba/players/hollinger?playerId=4295,Jeremy Evans
2011-12 Regular Season,,"Sebastian Telfair, PHX",60,14.9,0.495,23.9,11.8,21.4,2.5,8.9,5.7,13.21,1,29.5,1,http://insider.espn.go.com/nba/players/hollinger?playerId=2417,Sebastian Telfair
2011-12 Regular Season,,"Richard Hamilton, CHI",28,24.9,0.5,18.3,10.7,23.6,3.3,7.2,5.3,13.27,1,28.8,1,http://insider.espn.go.com/nba/players/hollinger?playerId=294,Richard Hamilton
2011-12 Regular Season,227,"Carlos Delfino, MIL",54,28.5,0.515,18.5,10,14.7,1.4,13.9,7.5,11.72,0.9,27.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1999,Carlos Delfino
2011-12 Regular Season,,"Timofey Mozgov, DEN",44,15.6,0.556,7.6,18.3,15.6,9.3,20.8,15.2,13.28,0.9,27.5,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4298,Timofey Mozgov
2011-12 Regular Season,,"Jannero Pargo, ATL",50,13.4,0.539,23.6,12,20.7,1.6,11.1,6.4,13.69,0.9,27,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1821,Jannero Pargo
2011-12 Regular Season,,"Gary Forbes, TOR",48,14.9,0.513,12.9,12.9,22,4.5,12.2,8.4,13.33,0.9,26.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4312,Gary Forbes
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Larry Sanders, MIL",52,12.4,0.463,11.9,15.5,15.4,10.3,17.3,13.7,13.34,0.9,26.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4265,Larry Sanders
2011-12 Regular Season,232,"Markieff Morris, PHX",63,19.5,0.484,10.5,11.3,18.5,6.4,19.1,12.8,12.18,0.8,25.2,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
2011-12 Regular Season,,"Brandon Knight, DET",66,32.3,0.511,20.1,13.7,20.8,1.8,10.3,5.9,11.79,0.8,24.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6448,Brandon Knight
2011-12 Regular Season,,"Tobias Harris, MIL",42,11.4,0.54,9,12.6,18.8,6.7,16.8,11.6,14.25,0.8,24.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6440,Tobias Harris
2011-12 Regular Season,,"Josh Harrellson, NY",37,14.6,0.505,5.7,10.4,13.4,10,21,15.4,13.74,0.8,23.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6439,Josh Harrellson
2011-12 Regular Season,,"Andrew Bogut, MIL",12,30.3,0.465,15.4,11.9,19.3,6.5,24.3,15.2,14.92,0.8,23.4,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2747,Andrew Bogut
2011-12 Regular Season,,"Brook Lopez, NJ",5,27.2,0.527,5.8,5.8,29.5,6.6,8.8,7.7,21.96,0.8,23.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3448,Brook Lopez
2011-12 Regular Season,238,"Dominic McGuire, GS",64,17.6,0.486,27.5,14,11.5,7.4,17.4,12.4,11.82,0.7,22.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3246,Dominic McGuire
2011-12 Regular Season,,"Terrence Williams, HOU/SAC",30,18.3,0.488,19.9,13.2,16.6,2.6,18.7,10.4,13.17,0.7,21.9,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4019,Terrence Williams
2011-12 Regular Season,,"Chris Wright, GS",24,7.8,0.597,5.7,11.3,14.5,11.6,15.8,13.7,18.6,0.7,21.7,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6501,Chris Wright
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Charles Jenkins, GS",51,17.5,0.482,31.6,11.1,18.8,1,7.6,4.3,12.42,0.7,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6444,Charles Jenkins
2011-12 Regular Season,,"Reggie Williams, CHA",33,22.6,0.503,16.4,9,17.5,4,10.5,7.1,12.43,0.7,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4229,Reggie Williams
2011-12 Regular Season,243,"Ekpe Udoh, GS/MIL",61,21.1,0.493,12.5,11.6,12.4,8.6,13.5,11.1,12.49,0.6,19,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
2011-12 Regular Season,,"Cole Aldrich, OKC",26,6.7,0.592,5,15,13.2,9.2,21.6,15.8,17.74,0.6,18.4,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4267,Cole Aldrich
2011-12 Regular Season,,"Elliot Williams, POR",24,6.2,0.537,6.5,5.4,23.9,5.4,9.6,7.4,18.85,0.6,17.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4294,Elliot Williams
2011-12 Regular Season,,"Hamed Haddadi, MEM",35,5.9,0.589,9,23.7,16.2,15.6,24.9,20.1,16.31,0.6,17.6,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3478,Hamed Haddadi
2011-12 Regular Season,,"Roger Mason Jr., WSH",52,13.4,0.53,13.5,9.2,18,1.1,10.1,5.6,12.18,0.6,17.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1721,Roger Mason Jr.
2011-12 Regular Season,,"Jodie Meeks, PHI",66,24.9,0.551,9.2,4.9,13.7,1.1,9.8,5.4,11.5,0.6,17.2,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
2011-12 Regular Season,,"Richard Jefferson, GS/SA",63,27.7,0.55,13.3,7.5,14.6,1.7,12.4,7.2,11.15,0.6,17,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
2011-12 Regular Season,,"Avery Bradley, BOS",64,21.4,0.555,14.5,12.5,16,3.1,6.7,5,11.31,0.6,16.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
2011-12 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,251,"Lester Hudson, CLE/MEM",16,20.9,0.483,14.5,12.9,26.6,2.3,13.8,7.8,13.95,0.5,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3996,Lester Hudson
2011-12 Regular Season,,"D.J. White, CHA",58,18.9,0.516,10,9.2,16,5,17.2,10.9,12.46,0.5,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3469,D.J. White
2011-12 Regular Season,,"Donte Greene, SAC",53,14.7,0.491,9.5,9,16.5,2.6,16.9,9.4,11.85,0.5,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3432,Donte Greene
2011-12 Regular Season,,"Omri Casspi, CLE",65,20.6,0.499,11.2,10.9,16.2,5.1,14.5,9.7,11.26,0.5,15.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
2011-12 Regular Season,,"Craig Smith, POR",47,9.9,0.556,10.4,13.1,14.7,8.1,19.8,13.8,13.67,0.5,15,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3031,Craig Smith
2011-12 Regular Season,,"Vernon Macklin, DET",23,5.9,0.559,10.2,6.1,13.9,12,18.3,15,18.25,0.5,15,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6455,Vernon Macklin
2011-12 Regular Season,,"Cartier Martin, WSH",17,23,0.555,6,7.9,16,3.4,13.4,8.4,12.85,0.5,13.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3930,Cartier Martin
2011-12 Regular Season,,"Metta World Peace, LAL",64,26.9,0.478,19.3,9.5,14.8,4.8,9.1,7.1,11.03,0.5,13.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=25,Metta World Peace
2011-12 Regular Season,259,"Shelvin Mack, WSH",64,12.2,0.468,30.8,11.3,17.1,1.7,11.7,6.7,11.92,0.4,13,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
2011-12 Regular Season,,"Charlie Villanueva, DET",13,13.8,0.484,5.6,6.5,23.4,5.8,26.8,15.9,16.29,0.4,12.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2792,Charlie Villanueva
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Jason Maxiell, DET",65,22.6,0.493,7.6,13.1,14.3,9.9,17.4,13.6,11.78,0.4,12.6,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2775,Jason Maxiell
2011-12 Regular Season,,"Jerome Adolphus Jordan, NY",21,5.1,0.562,9.2,4.6,14.8,14.8,14.1,14.4,18.3,0.4,12.4,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4280,Jerome Adolphus Jordan
2011-12 Regular Season,,"Jordan Hamilton, DEN",26,9.9,0.508,13.4,10.7,20.4,5.1,22.4,14,14,0.4,12.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6436,Jordan Hamilton
2011-12 Regular Season,,"Jan Vesely, WSH",57,18.9,0.544,13.3,17,11.7,10.5,15.6,13,11.56,0.4,12.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4165,Jan Vesely
2011-12 Regular Season,,"Hakim Warrick, PHX",35,14.4,0.503,10.4,12.4,21.2,7,13.5,10.3,13.12,0.4,12.1,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2794,Hakim Warrick
2011-12 Regular Season,,"Lavoy Allen, PHI",41,15.2,0.488,15,8.8,13.4,8.3,22.2,15.2,12.78,0.4,11.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
