Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Nick Collison, OKC",63,20.7,0.622,22.1,16.4,9.5,11.1,12.7,12,12.11,0.4,11.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
2011-12 Regular Season,,"Sean Williams, BOS/DAL",11,9.7,0.722,11.7,23.4,12.6,14.2,12.5,13.4,18.75,0.4,11.6,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3239,Sean Williams
2011-12 Regular Season,,"Ish Smith, GS/ORL",26,9,0.422,29.4,9.3,21.9,3.4,13.9,8.6,14.1,0.4,10.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
2011-12 Regular Season,,"Lou Amundson, IND",60,12.6,0.438,4.6,14.9,15.6,14.1,19,16.6,11.54,0.4,10.5,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3041,Lou Amundson
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,271,"Mike Miller, MIA",39,19.3,0.561,14.8,10.6,13.6,3.6,16.2,10.2,11.4,0.3,10.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=558,Mike Miller
2011-12 Regular Season,,"Jimmy Butler, CHI",42,8.5,0.526,10.6,10.6,13.9,7.3,10.1,8.7,12.48,0.3,9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
2011-12 Regular Season,,"Anthony Parker, CLE",51,25.1,0.523,23,9.6,13.7,0.9,11.8,6.1,10.94,0.3,8.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=635,Anthony Parker
2011-12 Regular Season,,"Shelden Williams, NJ",58,22,0.543,10.1,19,10.3,12.5,19.6,15.9,11.94,0.3,8.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3040,Shelden Williams
2011-12 Regular Season,,"Hassan Whiteside, SAC",18,6.1,0.449,0,13.4,13.2,15.4,24.3,19.6,16.16,0.3,7.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4262,Hassan Whiteside
2011-12 Regular Season,276,"Von Wafer, ORL",33,14.2,0.537,11.8,14.3,19.8,1.5,9.7,5.5,11.5,0.2,7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2793,Von Wafer
2011-12 Regular Season,,"Ronny Turiaf, MIA/WSH",17,16.4,0.597,15,21,8.9,8.7,20.6,14.8,12.27,0.2,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
2011-12 Regular Season,,"Chris Wilcox, BOS",28,17.2,0.612,7.2,18.1,13.3,9.8,19.7,14.9,12.46,0.2,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1731,Chris Wilcox
2011-12 Regular Season,,"Solomon Alabi, TOR",14,8.7,0.418,6.3,10.5,15.3,14.6,30.4,22.6,14.27,0.2,6.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4268,Solomon Alabi
2011-12 Regular Season,,"Luke Babbitt, POR",40,13.4,0.556,7.1,12,16,3.4,17.5,10.3,11.32,0.2,6.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Manny Harris, CLE",26,17.5,0.492,13.3,11.5,18.7,2.6,15.3,8.7,11.72,0.2,6.3,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4360,Manny Harris
2011-12 Regular Season,,"A.J. Price, IND",44,12.9,0.454,28,10.4,17.7,2.6,9.4,6,11.54,0.2,6.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4010,A.J. Price
2011-12 Regular Season,,"Aaron Gray, TOR",49,16.6,0.526,10.4,19.6,12.2,12.1,28.3,20.3,11.09,0.2,6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3207,Aaron Gray
2011-12 Regular Season,,"Julyan Stone, DEN",22,8.1,0.502,44.1,13.1,12.8,3.4,12.6,8.1,12.99,0.2,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6543,Julyan Stone
2011-12 Regular Season,,"Dominique Jones, DAL",33,8.1,0.493,26.4,17.6,19.6,3.8,14.6,9.2,11.87,0.2,5.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4246,Dominique Jones
2011-12 Regular Season,,"Mike James, CHI",11,10.9,0.505,30.4,14.7,25.9,1.9,7.3,4.6,13.81,0.2,5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1051,Mike James
2011-12 Regular Season,,"Kyrylo Fesenko, IND",3,5.7,0.524,11.6,0,18.8,13.3,46,29.8,29.81,0.2,4.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3205,Kyrylo Fesenko
2011-12 Regular Season,,"Renaldo Balkman, NY",14,8.2,0.57,10.5,12.5,15.2,6,20.3,13.1,14.33,0.2,4.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2986,Renaldo Balkman
2011-12 Regular Season,,"Josh Childress, PHX",34,14.4,0.501,23.8,6.3,9.7,7.2,14.6,10.9,11.16,0.2,4.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2373,Josh Childress
2011-12 Regular Season,290,"Jerry Stackhouse, ATL",30,9.1,0.49,10.2,9.5,19,2.6,7.2,4.9,11.58,0.1,4.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=802,Jerry Stackhouse
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Nazr Mohammed, OKC",63,11,0.477,6.4,11.9,11.9,10.4,17.1,14,11.02,0.1,4.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=568,Nazr Mohammed
2011-12 Regular Season,,"Jeff Ayres, IND",20,5.3,0.435,8.9,4.4,16.1,12.8,22.1,17.5,13.43,0.1,4.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4008,Jeff Ayres
2011-12 Regular Season,,"Armon Johnson, NJ/POR",9,13.8,0.515,17.6,9.6,18.1,0.9,11.6,6.1,12.93,0.1,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4279,Armon Johnson
2011-12 Regular Season,,"Al-Farouq Aminu, NO",66,22.4,0.481,11.5,15.9,14.8,7.8,16.9,12.4,10.68,0.1,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
2011-12 Regular Season,,"Stephen Jackson, MIL/SA",47,25.8,0.485,17,14.8,21.3,2,13.2,7.5,10.71,0.1,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=378,Stephen Jackson
2011-12 Regular Season,,"Hasheem Thabeet, HOU/POR",20,7,0.587,0,21.2,5.2,13.2,22.2,17.6,12.42,0.1,3.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4016,Hasheem Thabeet
2011-12 Regular Season,,"Brian Scalabrine, CHI",28,4.4,0.49,26.5,15.9,15.6,7.5,11.7,9.6,13.54,0.1,3.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1021,Brian Scalabrine
2011-12 Regular Season,,"Daniel Orton, ORL",16,11.7,0.549,9.4,13.2,10.9,11.6,12.5,12,12.71,0.1,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4263,Daniel Orton
2011-12 Regular Season,,"Francisco Garcia, SAC",49,16.3,0.483,10.5,7.5,13.3,1.4,12.7,6.8,10.74,0.1,2.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
2011-12 Regular Season,,"JaJuan Johnson, BOS",36,8.3,0.456,4.1,9.7,19.1,8.3,14.4,11.5,11.44,0.1,2.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6445,JaJuan Johnson
2011-12 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,301,"Travis Leslie, LAC",10,4.5,0.39,20,8,19.6,15.7,8,11.9,14.61,0.1,2.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6451,Travis Leslie
2011-12 Regular Season,,"Vladimir Radmanovic, ATL",49,15.4,0.524,18.1,11.7,14.1,5.3,16.8,11.1,11.72,0.1,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1016,Vladimir Radmanovic
2011-12 Regular Season,,"Derrick Byars, SA",2,18.5,0.392,7.3,0,14,19,15.2,17.1,14.88,0.1,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3193,Derrick Byars
2011-12 Regular Season,,"Trey Thompkins, LAC",24,5,0.445,4.1,8.2,24.4,4,20.2,12,12.1,0.1,2.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6473,Trey Thompkins
2011-12 Regular Season,,"Eric Dawson, SA",4,9.8,0.582,0,18.9,16.1,15,14.4,14.7,14.62,0.1,2.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6555,Eric Dawson
2011-12 Regular Season,,"Ben Wallace, DET",62,15.8,0.398,23.4,18.5,6.5,9.6,23.7,16.4,10.74,0.1,2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=885,Ben Wallace
2011-12 Regular Season,,"Andre Emmett, NJ",6,7.5,0.618,7.4,14.8,11.6,5,10.6,7.7,13.28,0.1,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2431,Andre Emmett
2011-12 Regular Season,,"Patrick Patterson, HOU",64,23.2,0.457,8.3,7.7,16.2,8.7,13.7,11.2,11.58,0.1,1.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
2011-12 Regular Season,,"Greg Smith, HOU",8,8.6,0.636,7.7,7.7,7.1,8.3,25.5,16.8,12.3,0.1,1.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6530,Greg Smith
2011-12 Regular Season,,"Ryan Reid, OKC",5,3.4,0.8,0,16.7,13.8,7.2,6.3,6.7,17.65,0.1,1.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4286,Ryan Reid
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Eric Bledsoe, LAC",40,11.6,0.454,25.5,18.2,18.9,5.6,11.1,8.3,11.24,0.1,1.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4238,Eric Bledsoe
2011-12 Regular Season,,"DeMarre Carroll, DEN/UTAH",24,14.5,0.478,12.8,7.8,16.6,9.2,8.3,8.8,11.09,0.1,1.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
2011-12 Regular Season,313,"Kwame Brown, GS",9,20.8,0.519,5.5,19.2,14.9,9.7,24.8,17.3,11.09,0,1.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=981,Kwame Brown
2011-12 Regular Season,,"Jerome Dyson, NO",9,20,0.525,17.7,19.6,20.6,1.3,11.1,6.3,11.29,0,1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4320,Jerome Dyson
2011-12 Regular Season,,"Bismack Biyombo, CHA",63,23.1,0.48,6.2,16.2,11.6,8.6,20.8,14.5,10.66,0,1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
2011-12 Regular Season,,"Jonny Flynn, HOU/POR",29,14.3,0.442,34.3,12.9,19.3,2.2,8.8,5.5,11.2,0,1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=3985,Jonny Flynn
2011-12 Regular Season,,"Trey Johnson, NO",11,5.5,0.648,15.9,19.8,15.3,6,17.3,11.7,11.8,0,1.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=3256,Trey Johnson
2011-12 Regular Season,,"Jeff Foster, IND",11,12.8,0.569,12.1,21.2,8.6,14.5,19,16.7,11.09,0,1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=250,Jeff Foster
2011-12 Regular Season,,"Shaun Livingston, MIL",58,18.8,0.52,24.7,13.4,14.7,3.8,8.7,6.2,11.06,0,0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
2011-12 Regular Season,,"Iman Shumpert, NY",59,28.9,0.484,19.1,13,17.2,2.8,9.9,6.3,10.83,0,0.8,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6468,Iman Shumpert
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Josh Howard, UTAH",43,23,0.461,9.9,10.5,19.1,4.5,14,9.2,10.55,0,0.7,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2006,Josh Howard
2011-12 Regular Season,,"Ben Uzoh, CLE/TOR",18,20.6,0.377,32.6,10.1,17.4,6.1,15.1,10.6,10.92,0,0.6,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4296,Ben Uzoh
2011-12 Regular Season,,"Chris Johnson, NO/POR",27,6.5,0.557,3,22.6,14.8,10.1,16.9,13.5,10.83,0,0.6,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4400,Chris Johnson
2011-12 Regular Season,,"Jeff Adrien, HOU",8,7.9,0.493,4.1,8.2,14.9,9.1,31.6,20.2,11.27,0,0.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4335,Jeff Adrien
2011-12 Regular Season,,"Darryl Watkins, NO",5,19.6,0.525,9.1,24.3,13.1,9.9,22.7,16.4,10.82,0,0.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=3290,Darryl Watkins
2011-12 Regular Season,,"Brad Miller, MIN",15,9.7,0.542,35.1,17.6,14,3,11.5,7.2,10.71,0,0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=556,Brad Miller
2011-12 Regular Season,,"T.J. Ford, SA",14,13.6,0.519,38.4,19.6,18,1.8,8.8,5.4,11,0,0,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1979,T.J. Ford
2011-12 Regular Season,328,"Josh Davis, MEM",15,8.7,0.459,15.2,7.6,11,14.1,10.1,12.1,11.3,0,-0.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2212,Josh Davis
2011-12 Regular Season,,"Tyler Honeycutt, SAC",15,5.9,0.382,19.9,5.7,13.4,3.6,14.4,8.7,10.41,0,-0.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6441,Tyler Honeycutt
2011-12 Regular Season,,"Keith Benson, GS",3,3,0,0,0,4.4,25.3,12.6,18.9,5.97,0,-0.6,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6425,Keith Benson
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Dexter Pittman, MIA",35,8.6,0.498,6.8,12.8,16.8,11.1,16.8,14.1,10.46,0,-0.7,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4283,Dexter Pittman
2011-12 Regular Season,,"Jamaal Tinsley, UTAH",37,13.7,0.461,38,16.1,19,1.3,8.9,5.1,10.9,0,-0.7,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1024,Jamaal Tinsley
2011-12 Regular Season,,"Malcolm Thomas, SA",3,5,0.129,20.5,0,11.1,7.8,15,11.5,7.06,0,-0.8,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6511,Malcolm Thomas
2011-12 Regular Season,,"Earl Barron, GS",2,4.5,0.5,0,0,17.6,12.6,0,6.3,4.79,0,-0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2477,Earl Barron
2011-12 Regular Season,,"Francisco Elson, PHI",5,3.2,0.333,20,20,11.1,0,7,3.5,6.3,0,-1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=234,Francisco Elson
2011-12 Regular Season,,"Earl Boykins, HOU",8,13.9,0.458,25.5,10.5,19.8,0,11.6,5.7,10.37,0,-1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=87,Earl Boykins
2011-12 Regular Season,,"Hamady Ndiaye, WSH",3,1,0,0,0,13.1,0,0,0,-13.02,0,-1.1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4282,Hamady Ndiaye
2011-12 Regular Season,,"Luke Harangody, CLE",21,11,0.427,7.5,5,13.2,9.5,16.9,13,10.42,0,-1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=4276,Luke Harangody
2011-12 Regular Season,,"Courtney Fortson, HOU/LAC",10,9.5,0.453,17.1,17.1,23.8,7.3,11.2,9.3,9.98,0,-1.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=6541,Courtney Fortson
2011-12 Regular Season,340,"Brian Skinner, MEM",1,4,0,0,0,10,0,0,0,-14.62,-0.1,-1.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=779,Brian Skinner
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Dennis Horner, NJ",8,2.8,0.434,0,14.8,12.4,10.3,16.3,13.2,6.63,-0.1,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6527,Dennis Horner
2011-12 Regular Season,,"Morris Almond, WSH",4,16.8,0.382,9.4,4.7,11.8,1.7,11.9,6.7,8.75,-0.1,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3188,Morris Almond
2011-12 Regular Season,,"Jerry Smith, NJ",5,9.2,0.25,22.2,0,13.5,4.9,13,8.8,7.82,-0.1,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6528,Jerry Smith
2011-12 Regular Season,,"Edwin Ubiles, WSH",4,13,0.362,4.7,4.7,15.7,4.3,17.5,10.9,7.37,-0.1,-2.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6518,Edwin Ubiles
2011-12 Regular Season,,"Jimmer Fredette, SAC",61,18.6,0.495,16.8,10.4,19.4,1.6,5.7,3.5,10.84,-0.1,-2.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6434,Jimmer Fredette
2011-12 Regular Season,,"Jeremy Tyler, GS",42,13.5,0.442,5.6,12.7,19,10.8,17.1,14,10.46,-0.1,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6476,Jeremy Tyler
2011-12 Regular Season,,"Dan Gadzuric, NY",2,6.5,0,0,25.8,11.7,8.8,35.9,22.2,-4.26,-0.1,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1710,Dan Gadzuric
2011-12 Regular Season,,"Ike Diogu, SA",2,7,0.347,0,25.8,10.9,0,8,4.1,-2.91,-0.1,-3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2750,Ike Diogu
2011-12 Regular Season,,"Yi Jianlian, DAL",30,6.8,0.433,4.5,12.7,21.1,6.7,20.3,13.6,10.48,-0.1,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3214,Yi Jianlian
2011-12 Regular Season,,"Dahntay Jones, IND",65,16.2,0.533,14.5,10.6,15,2.5,10,6.3,10.3,-0.1,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
2011-12 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,351,"DeAndre Liggins, ORL",17,6.8,0.495,10.3,20.7,16.1,5.9,9.2,7.5,8.91,-0.1,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6453,DeAndre Liggins
2011-12 Regular Season,,"Gilbert Arenas, MEM",17,12.4,0.526,18.3,12.2,16.4,1.1,9,5,9.96,-0.1,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=974,Gilbert Arenas
2011-12 Regular Season,,"Carldell Johnson, NO",15,7.9,0.372,33.7,10.7,17.6,1,7.9,4.5,8.92,-0.1,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6484,Carldell Johnson
2011-12 Regular Season,,"Semih Erden, CLE",28,11.9,0.538,7.7,13.7,13.3,6.6,18.5,12.3,9.89,-0.1,-3.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3425,Semih Erden
2011-12 Regular Season,,"Kelenna Azubuike, DAL",3,6,0.438,0,33.3,26.7,0,0,0,-3.36,-0.1,-3.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2821,Kelenna Azubuike
2011-12 Regular Season,,"Eric Maynor, OKC",9,15.2,0.466,29.8,14.9,16.9,2.7,7.8,5.4,9.15,-0.1,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4001,Eric Maynor
2011-12 Regular Season,,"Mickell Gladness, GS/MIA",26,9.7,0.436,6.6,9.2,11.7,6.4,19.8,13.1,9.57,-0.1,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4329,Mickell Gladness
2011-12 Regular Season,,"Johan Petro, NJ",59,15.6,0.452,12.5,10.6,14.5,8.3,20.3,14.1,10.32,-0.1,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2780,Johan Petro
2011-12 Regular Season,,"Sam Young, PHI/MEM",35,10.7,0.412,8.9,9.4,17.9,6,13,9.5,9.75,-0.1,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4020,Sam Young
2011-12 Regular Season,360,"Wilson Chandler, DEN",8,26.9,0.445,14.3,15.1,19.5,3.4,18.4,11.1,9.08,-0.2,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Samardo Samuels, CLE",54,15.3,0.517,5.6,15.6,16.7,8.4,16.8,12.4,11.13,-0.2,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4304,Samardo Samuels
2011-12 Regular Season,,"Malcolm Lee, MIN",19,12.8,0.466,27.1,14.9,15.1,4.1,7.8,5.9,9.34,-0.2,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6449,Malcolm Lee
2011-12 Regular Season,,"D.J. Kennedy, CLE",2,29.5,0.466,15.9,15.9,11.4,1.9,12,6.7,4.75,-0.2,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6574,D.J. Kennedy
2011-12 Regular Season,,"Larry Owens, NJ",7,10.7,0.509,21.3,10.7,8.7,3,17.5,10.1,5.86,-0.2,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4179,Larry Owens
2011-12 Regular Season,,"DaJuan Summers, NO",15,13.9,0.493,11.5,9.2,15.9,4.6,8.4,6.6,9.02,-0.2,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4012,DaJuan Summers
2011-12 Regular Season,,"Jared Jeffries, NY",39,18.7,0.484,11.3,12.6,11.5,10.8,13.3,12,10.96,-0.2,-5.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1717,Jared Jeffries
2011-12 Regular Season,,"Joel Anthony, MIA",64,21.1,0.598,3.8,19,6.9,9.2,12.8,11.1,10.3,-0.2,-6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
2011-12 Regular Season,,"Travis Outlaw, SAC",39,12.8,0.428,6.9,8.6,17,4,9.7,6.7,9.68,-0.2,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2015,Travis Outlaw
2011-12 Regular Season,,"Xavier Silas, PHI",2,19.5,0.337,13.4,13.4,21.3,5.7,5.7,5.7,0.15,-0.2,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6499,Xavier Silas
2011-12 Regular Season,,"Solomon Jones, NO/LAC",21,13.9,0.471,9.2,18.3,16.1,13.1,10.5,11.8,9.17,-0.2,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3010,Solomon Jones
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Erick Dampier, ATL",15,5.5,0.125,26.7,20,6,14.3,21,17.7,5.5,-0.2,-6.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=181,Erick Dampier
2011-12 Regular Season,,"Boris Diaw, SA/CHA",57,25,0.498,30,16.4,11.2,5.5,17.3,11.3,11.2,-0.2,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
2011-12 Regular Season,,"Josh McRoberts, LAL",50,14.4,0.516,23.6,14.4,10.2,9.9,16.4,13.3,10.89,-0.2,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
2011-12 Regular Season,,"Jeff Foote, NO",4,9.8,0.333,0,25,8.5,3.1,15,9.2,-0.84,-0.2,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6558,Jeff Foote
2011-12 Regular Season,,"Lance Thomas, NO",42,15,0.541,6.3,12.7,11.9,9.4,14.3,11.9,10.08,-0.2,-6.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
2011-12 Regular Season,,"Anthony Carter, TOR",24,8.7,0.409,31.4,15.7,16.8,2.8,15.6,9.3,8.75,-0.2,-7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=137,Anthony Carter
2011-12 Regular Season,,"Maurice Evans, WSH",24,14.3,0.497,6.6,7.3,15,2.6,5.3,3.9,9.08,-0.2,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1031,Maurice Evans
2011-12 Regular Season,,"Andres Nocioni, PHI",11,5.1,0.342,3.2,16.2,22,2,25.9,13.9,1.84,-0.2,-7.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2456,Andres Nocioni
2011-12 Regular Season,379,"Mikki Moore, GS",7,16.9,0.52,14.3,20,10.7,6.8,14.4,10.6,6.34,-0.3,-7.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=575,Mikki Moore
2011-12 Regular Season,,"Will Bynum, DET",36,14.3,0.459,19.3,15.8,23.7,2.3,11.1,6.5,9.98,-0.3,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2816,Will Bynum
2011-12 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2011-12 Regular Season,,"Keith Bogans, NJ",5,18.8,0.453,10.3,10.3,11.7,6,7.6,6.8,4.81,-0.3,-8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1995,Keith Bogans
2011-12 Regular Season,,"Blake Ahearn, UTAH",4,7.5,0.357,5,25,25.7,0,7.7,3.8,-7.17,-0.3,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3402,Blake Ahearn
